Open,High,Low,Close,Adj_Close,Volume
218.85483,223.69147,214.25325,220.86601,223.07379,10621193.0
263.11063,267.09268,264.28595,261.52368,262.0925,7419831.0
220.78696,224.6375,218.24521,227.14812,225.82841,10142445.0
226.66039,229.52855,223.44872,230.88458,230.73335,9469814.0
206.28441,207.3632,203.88963,208.59503,205.38663,11749630.0
220.07562,224.14667,218.18744,225.13115,224.11604,10440656.0
168.85887,172.14001,168.13344,173.57756,170.44197,23324766.0
234.64705,239.10619,233.0403,238.00327,237.38316,9195421.0
313.81293,316.24884,316.3291,308.17996,312.2628,5864975.0
226.73242,232.82211,226.91728,233.63359,231.62032,9690984.0
192.73347,195.60025,190.54039,194.56227,195.02754,14328377.0
169.25136,172.04932,167.74583,173.45503,170.14345,22793190.0
170.81532,171.79346,166.30956,173.0017,169.0118,20698436.0
159.34273,168.01364,163.88603,144.37758,151.63542,70241520.0
153.89803,167.31369,156.20045,156.88301,151.63332,61366172.0
146.46486,158.01096,146.64348,155.2848,158.16588,37631000.0
155.00346,167.86185,156.67351,151.45988,164.11281,31153398.0
155.87865,164.01804,155.83006,163.06319,163.4291,31673220.0
145.10054,164.64438,151.99495,143.0016,159.02586,44388012.0
172.38649,174.69357,168.1133,173.59456,169.60933,19296534.0
175.3076,175.49069,171.58394,170.81804,172.73067,20906962.0
174.48091,177.59012,170.22456,174.32225,171.09761,18215954.0
166.76482,170.96463,166.45345,172.05809,169.51555,24783602.0
155.92775,164.01688,154.06685,155.89436,161.35606,35167280.0
185.11372,188.5875,180.18932,180.9485,182.18385,15769763.0
190.84444,194.25061,185.4554,187.85927,189.0158,14369551.0
198.69926,202.4488,194.58084,197.61891,198.89862,12873433.0
169.65102,172.23398,167.14137,169.18813,169.75508,25817526.0
148.6244,166.1004,151.12862,151.8069,155.40474,30701100.0
195.70576,196.633,191.17598,195.30724,195.38899,13493524.0
160.54573,166.99619,160.38454,166.91942,166.03847,28719508.0
161.70253,167.73434,161.51338,167.87526,166.68523,27987406.0
148.8391,159.52597,148.9605,157.24657,159.4933,36128376.0
194.84651,197.14935,193.00156,196.3066,196.52464,13962832.0
154.81316,164.01349,149.53606,160.09291,160.99947,26533304.0
170.24226,172.29907,167.90834,173.52785,170.47139,22566922.0
155.22462,163.60071,155.19188,162.52278,163.06346,32087112.0
180.96843,184.25906,176.0673,176.42757,177.35045,16741313.0
193.58482,200.00293,188.31923,200.32718,197.92218,13714771.0
171.07854,172.27924,166.61168,173.101,169.1119,20463606.0
183.46635,186.95956,178.67552,178.96193,180.22002,16172266.0
194.36882,197.7334,188.69405,192.10936,193.21739,13508421.0
198.94414,202.71773,194.92363,197.93193,199.22263,12839733.0
196.72395,198.93619,194.62209,198.55879,198.37332,13482751.0
172.29057,174.51663,168.00325,173.5584,169.57286,19382078.0
203.44386,207.269,204.14995,209.56784,207.86781,12126782.0
201.93687,206.0356,199.17014,201.8524,203.10133,12437701.0
163.56538,168.923,163.33119,169.41444,167.7267,26808448.0
263.80215,265.2492,259.9389,265.53787,267.46744,7408448.5
219.30792,221.54424,215.86507,219.49358,217.78473,11007432.0
163.52098,168.89471,163.28801,169.37782,167.70192,26836560.0
179.98567,180.49222,176.783,176.43126,175.23543,18338816.0
257.16406,258.69913,253.36789,260.22217,256.79965,7344607.0
179.18803,182.42886,174.46388,175.84978,175.63445,17146002.0
256.1903,255.58112,253.96278,254.50946,251.87668,7731146.5
193.66841,197.04126,188.05043,191.26472,192.38243,13679552.0
231.8348,232.11308,230.51317,229.3437,230.09192,9074472.0
248.82236,246.52342,242.22595,245.79796,242.35516,7932293.0
229.01375,232.32246,231.04427,232.52214,230.50891,9246912.0
233.17583,236.3708,232.66893,230.9254,232.33427,8997224.0
195.50041,195.63943,188.09193,193.45018,191.43468,13650158.0
177.18733,180.37222,172.662,175.20055,173.70613,17600776.0
159.26906,164.6406,155.8243,161.98466,164.657,32269608.0
177.64525,180.84293,173.07442,175.34914,174.14748,17496688.0
232.71475,236.31528,230.18646,232.64445,233.78291,9045788.0
189.15736,189.27902,181.93114,185.50066,184.04875,15254497.0
183.37233,186.8667,178.58919,178.84856,180.1079,16195234.0
171.72466,173.47195,167.35353,173.34483,169.35765,19887054.0
199.75932,200.07816,194.49028,199.75018,196.01335,12878798.0
205.11026,209.58548,203.73045,206.10551,207.13216,12021427.0
234.42952,233.1663,227.14629,228.84601,225.86945,9495117.0
199.67474,200.26874,193.19983,198.39482,197.25468,12983291.0
165.22902,167.87082,159.95198,159.38634,167.64485,25159070.0
180.91472,184.20386,176.01897,176.41011,177.29866,16753532.0
247.30083,243.81349,239.78285,242.33684,240.71097,8265306.0
184.96727,184.73547,174.0873,178.57564,180.01912,15392565.0
161.10655,167.354,160.93181,167.38283,166.35204,28364568.0
200.6881,201.12161,195.91971,201.30185,197.76797,12578280.0
169.91753,171.89542,167.08784,173.24696,169.63673,21890936.0
240.64409,244.71005,239.10825,236.57874,236.57994,8734138.0
186.2181,186.76587,178.40349,180.8791,181.88445,16074904.0
203.41933,204.69603,198.01173,202.3488,203.36772,12471576.0
154.4605,163.11307,154.44615,161.89137,162.63622,32570732.0
155.26067,168.97852,158.48988,157.47902,150.92397,64136580.0
151.30962,160.22055,149.55675,157.404,160.59105,35970470.0
151.43266,161.18097,151.49138,159.3896,160.94334,34486948.0
168.8058,167.41574,159.49303,164.53474,163.38466,20835230.0
172.15712,174.2703,167.84999,173.50801,169.52211,19501158.0
160.07335,166.61981,151.87218,169.28767,164.18199,22239450.0
155.90242,164.03317,155.85332,163.08284,163.44237,31658162.0
160.38399,166.89297,160.22667,166.78581,165.94798,28821884.0
164.63615,169.0061,164.33998,155.85936,146.80785,79102410.0
140.97511,156.17935,141.62709,150.8961,153.90437,42455076.0
150.93187,159.1036,147.38573,155.22078,160.09819,37605600.0
170.81978,171.8016,166.31462,173.00334,169.01347,20694508.0
232.97137,231.7111,231.67958,235.27759,229.16574,9204340.0
163.58409,168.93503,163.34953,169.42995,167.7372,26796622.0
169.42732,171.67096,166.5233,163.28838,169.22804,24546496.0
146.07121,160.50183,147.2754,153.25587,153.06535,49819360.0
176.29488,179.45483,171.85826,174.9109,172.84596,17803636.0
187.77065,191.2131,182.63087,184.15257,185.3514,15120571.0
179.69588,179.29019,175.40782,174.38356,172.8614,18825818.0
176.06926,176.64557,172.42845,172.38103,173.86058,20139066.0
210.58061,215.7049,211.59175,213.43732,214.08073,11303831.0
194.41057,195.18521,189.6606,193.59193,193.31337,13810858.0
170.29137,171.80905,166.71867,173.13026,169.35246,21384668.0
184.84657,188.32358,179.9439,180.62639,181.86546,15835024.0
168.96297,172.11594,168.03062,173.54506,170.36281,23183778.0
170.325,171.80124,166.68541,173.11977,169.3268,21339060.0
201.60349,205.66261,198.69096,201.4055,202.6778,12481441.0
204.8536,209.29837,203.36165,205.7616,206.80618,12055092.0
185.39641,185.67856,177.74693,180.1378,180.4132,16275824.0
238.11292,241.19392,235.88855,236.97643,238.48738,8815459.0
306.27545,303.54614,302.4897,302.36295,300.49582,6242430.0
167.9746,171.73663,167.63402,173.0577,170.19188,24017976.0
172.32954,173.00146,166.61494,168.56996,172.0981,20907382.0
200.87209,201.27573,196.30707,201.53531,197.49649,12636035.0
202.90274,203.67522,198.86882,204.1984,201.63623,12111409.0
244.42552,242.92258,238.48215,243.41225,238.50725,8531153.0
227.21346,231.29083,225.06781,234.49986,232.03157,9659964.0
172.06792,174.10565,167.74763,173.47438,169.4882,19580728.0
231.3694,230.45732,224.81215,227.06636,224.19814,9638011.0
184.47188,187.95325,179.59953,180.17455,181.41878,15926579.0
168.60472,172.1387,168.24901,173.57835,170.54424,23619166.0
216.80693,221.30545,215.64996,220.93605,220.83452,10734987.0
254.63179,253.41469,251.53076,252.31909,249.00159,7796201.0
160.59303,165.63501,151.75294,167.33775,164.16441,22611724.0
203.3796,207.68138,205.00578,210.21138,208.50798,12231815.0
290.2863,294.88638,290.55063,289.03683,289.10965,6377736.5
271.9236,270.84677,265.8805,271.5239,271.07468,6927201.5
189.29118,196.64761,183.53957,198.11433,193.86934,14527272.0
199.96738,203.296,199.87108,204.3866,203.45789,12891513.0
189.12984,192.55624,183.87984,185.79161,186.97176,14788477.0
171.67982,175.09323,166.21095,174.35909,172.64955,19255528.0
175.28969,177.30792,170.72383,174.59639,175.14351,18727640.0
196.14366,199.64233,191.00298,194.35182,195.51765,13225157.0
169.16045,172.07037,167.83568,173.48338,170.21263,22916350.0
146.73027,166.20535,152.1093,144.32191,160.98561,37760092.0
157.18593,169.7828,160.49031,157.41728,149.8532,67859130.0
157.1822,164.84985,157.10219,164.14021,164.15791,30848206.0
164.48482,169.61816,163.10152,161.66759,165.64482,29838202.0
165.27013,170.01083,164.99483,170.82304,168.67982,25729560.0
175.1133,178.24017,170.79411,174.52748,171.7071,18072210.0
220.84366,224.69214,218.28947,227.24434,225.90338,10132857.0
196.66026,200.2096,191.72618,195.01219,196.20107,13154059.0
148.5308,159.32925,148.65959,156.99184,159.3209,36323476.0
180.91252,183.51337,177.00075,181.55898,181.27937,16813660.0
244.69417,243.8997,239.50703,238.85086,240.26814,8506691.0
220.74844,224.60039,218.21513,227.08273,225.77748,10148958.0
209.84738,211.51274,208.658,213.34569,211.65472,10988230.0
207.59402,212.36398,207.29985,209.4345,210.28711,11695607.0
192.53072,195.91699,187.00496,189.89278,191.02611,13957535.0
178.84187,178.27621,176.31035,173.14873,172.72346,20437664.0
201.74902,205.82542,198.90013,201.60059,202.8627,12462347.0
239.18518,242.99101,237.67674,235.50053,235.84001,8763300.0
218.26057,222.20387,216.27347,222.86192,222.48848,10569547.0
171.08531,172.29181,166.61949,173.10356,169.11449,20457544.0
205.09438,210.13786,200.93457,209.23503,207.9359,12182839.0
172.22093,174.38803,167.9233,173.53212,169.54637,19444236.0
158.38057,165.61453,158.27165,165.13042,164.82793,30089796.0
146.7259,161.05713,148.00105,153.55907,152.9576,50765444.0
146.10225,160.5281,147.30974,153.27028,153.06023,49864252.0
147.26195,158.51962,147.42143,155.94344,158.61153,37126492.0
172.87779,175.60052,168.67738,173.77992,169.79619,18858116.0
144.38945,159.07535,145.41139,152.4771,153.34224,47389104.0
158.42125,169.65393,161.12856,157.15898,149.34831,69723250.0
154.99113,163.45169,154.96404,162.32982,162.93288,32234882.0
157.97746,165.35733,157.87822,164.79735,164.60252,30344926.0
145.65932,160.1524,146.81883,153.06511,153.13316,49224120.0
147.02019,161.30664,148.32707,153.69527,152.90907,51190708.0
144.92497,159.5296,146.0049,152.72511,153.2541,48162910.0
158.01836,165.38339,157.9181,164.8311,164.62538,30319040.0
168.68898,172.17926,168.30128,173.6306,170.57118,23554874.0
169.50902,171.98975,167.49129,173.37456,169.94746,22444220.0
171.65373,173.3411,167.27211,173.31804,169.33064,19950342.0
144.42271,159.10358,145.44829,152.49254,153.33678,47437144.0
201.09953,205.1942,201.90189,207.02368,205.7564,12665565.0
186.5905,190.04688,181.54634,182.72935,183.94444,15408935.0
148.10747,159.05914,148.24654,156.64204,159.08424,36591390.0
168.63393,172.22653,167.26881,162.19814,168.99925,25600680.0
244.81209,241.33368,237.68683,241.55054,238.05246,8428463.0
168.45918,172.04587,168.10695,173.45808,170.46284,23711278.0
157.94331,165.33554,157.8449,164.76912,164.58342,30366526.0
165.23622,169.58136,162.91344,164.97469,167.08101,28808692.0
148.30702,159.18646,148.44124,156.80696,159.19588,36465104.0
162.01167,167.93164,161.81508,168.13075,166.85802,27791746.0
156.11424,167.1983,156.84682,150.03911,164.82854,31444674.0
160.24382,167.66849,159.21803,155.89394,164.81566,30847760.0
229.3158,232.62387,225.70543,230.37599,232.22984,9303172.0
175.82747,178.9743,171.43727,174.7592,172.39543,17909884.0
170.10014,171.85321,166.90746,173.18993,169.49782,21643572.0
200.62694,204.11696,200.81213,205.47185,204.39433,12758984.0
210.20702,215.28696,211.05487,212.93661,213.60619,11352839.0
194.56502,194.7167,187.13612,192.22008,190.41173,13892980.0
208.18692,210.1634,204.91597,208.16212,210.33243,11753923.0
153.53642,162.52344,153.54439,161.12779,162.11958,33155544.0
220.42363,224.28754,217.96165,226.53171,225.34811,10203867.0
229.76053,229.5047,225.23512,229.31863,227.30655,9600325.0
165.50261,170.15924,165.22176,171.01518,168.80983,25582440.0
172.07658,174.12161,167.75758,173.47762,169.4915,19573028.0
146.01558,157.72433,146.2051,154.91359,157.91469,37915304.0
143.473,156.20175,143.71135,152.81068,156.37642,39541148.0
172.47923,174.86487,168.21986,173.62956,169.64464,19213728.0
185.47758,188.94708,180.52373,181.38731,182.61769,15680854.0
205.76907,210.3225,204.67728,206.9886,207.96904,11934998.0
239.23802,240.94371,238.12347,241.75148,241.08165,8671181.0
183.23952,186.73541,178.46718,178.68837,179.94957,16227690.0
266.74985,267.05594,259.4951,264.13776,264.28568,6908072.5
213.39891,215.42384,211.3513,217.50053,214.83948,10450459.0
256.5197,256.039,254.47687,254.97244,252.48439,7717395.0
192.54857,195.93463,187.02138,189.91432,191.04741,13953170.0
201.6191,202.44899,195.9062,200.83798,199.90936,12716661.0
192.31532,195.70413,186.80705,189.63304,190.7693,14010161.0
172.2986,174.53143,168.0125,173.56142,169.57591,19374912.0
216.202,220.97047,215.43007,220.17654,220.16693,10797608.0
244.83336,246.43602,242.30272,247.83904,246.50293,8238005.5
288.32748,289.86316,284.24072,286.1143,286.42276,6366448.0
251.69368,249.55276,246.06378,247.26671,244.7195,7935547.0
194.68907,198.04987,188.98833,192.49556,193.59914,13430178.0
189.64476,192.04956,183.37663,185.92412,187.02223,14863120.0
219.0105,222.92625,216.85875,224.13422,223.47989,10442769.0
260.61948,259.2776,254.3503,255.48062,258.0757,7376733.0
186.20842,188.33337,179.91084,181.62602,182.74782,15765985.0
229.24498,235.40735,230.61478,235.1492,233.0024,9365753.0
219.6686,225.0286,214.01903,219.56667,222.34593,10703527.0
269.90118,273.80237,266.65158,267.40915,272.23813,7048263.5
213.7644,218.05641,213.72882,216.70152,217.21443,11084964.0
275.61465,280.2797,272.81866,275.68417,278.86688,6749219.5
206.83391,211.51367,206.20749,208.41571,209.3216,11795318.0
175.33995,178.4732,170.99825,174.60103,171.92558,18020686.0
242.55193,245.15031,239.69386,237.85873,237.90176,8654774.0
261.31622,262.50848,259.45068,262.94324,264.67966,7427293.0
305.61365,302.68472,301.88138,301.60364,300.03918,6251106.5
246.06932,247.7232,246.30954,241.91434,241.72737,8229802.0
206.44623,211.07993,205.65033,207.89612,208.82916,11846175.0
200.00539,203.88318,196.4094,199.28864,200.6266,12693676.0
153.62279,162.57855,153.62868,161.1992,162.16786,33100890.0
173.49977,176.58154,169.34093,174.00386,170.152,18438968.0
169.2235,172.05576,167.77336,173.46373,170.16466,22830948.0
164.2631,169.36829,164.01213,169.99098,168.1168,26366886.0
195.10545,195.53769,189.70235,194.31804,192.48784,13633092.0
233.80775,238.08896,233.1483,239.3423,237.9816,9085953.0
180.1476,183.41531,175.32808,176.16121,176.55928,16927892.0
179.66692,180.66553,177.59795,177.02806,176.51714,18637744.0
185.16191,188.63516,180.23366,181.00664,182.24135,15757984.0
176.1949,180.51935,171.32967,181.00072,177.73598,17440208.0
195.87767,196.00458,188.49925,193.97292,191.81673,13549349.0
393.59894,391.78745,384.01367,390.6716,392.4122,4569644.0
209.67113,214.68753,210.28477,212.2184,212.9255,11423134.0
189.65578,193.07599,184.36314,186.42586,187.59874,14659976.0
180.71306,183.99655,175.83739,176.34468,177.10432,16799364.0
172.48857,174.88205,168.23051,173.6331,169.64815,19205430.0
257.53577,257.4514,256.06244,256.40042,254.35878,7674984.5
179.71669,182.97232,174.93999,176.02135,176.14397,17025840.0
309.4712,308.68787,307.2212,308.07355,305.08417,6232895.0
212.5808,215.00806,211.1651,217.21031,214.59723,10637774.0
291.0397,297.32983,282.90076,287.9916,286.2166,6451248.5
182.29701,182.11496,176.15431,177.98616,174.8196,16872784.0
199.56587,203.43758,199.81372,204.74303,203.7921,12969173.0
247.71492,250.06705,245.20917,248.72214,246.71538,8067942.5
264.7573,264.05173,258.4432,259.57562,264.25864,7186163.5
231.52553,234.66495,231.89922,228.88843,230.44687,9104006.0
200.22119,204.12015,196.71147,199.56447,200.91206,12663978.0
220.31557,224.13371,216.29619,219.45216,216.79837,11233750.0
167.00978,170.0893,164.02888,167.84297,168.67278,27349794.0
144.35158,156.66241,144.58125,153.53868,156.98433,38968436.0
170.68007,171.7193,166.33476,173.0089,169.05675,20858222.0
222.30614,226.02023,219.43913,229.50241,227.74142,9893769.0
229.77357,236.32585,230.89664,235.79861,233.9701,9353188.0
245.85101,243.83667,239.48703,239.37155,240.91702,8460196.0
254.74196,253.56786,251.7027,252.47395,249.20486,7791601.5
166.36873,170.71194,166.067,171.73082,169.29408,25034264.0
163.78664,169.0643,163.5472,169.5973,167.85045,26668440.0
250.09036,250.51186,244.42435,251.11868,246.57457,8126172.0
188.87602,192.35162,184.54784,191.60149,191.36037,14768936.0
194.05971,197.42792,188.40999,191.73662,192.84886,13583951.0
170.928,172.00143,166.43892,173.04417,169.05467,20597908.0
202.70587,205.5283,201.51501,207.10262,205.59883,12121257.0
192.1657,194.41028,190.32661,192.80516,193.60619,14613263.0
189.43596,192.85876,184.16115,186.16078,187.33665,14713690.0
243.24501,244.74571,239.6334,238.17973,238.66736,8606865.0
207.27666,208.5126,205.198,209.89343,207.17384,11531646.0
182.20967,185.68143,177.5041,177.44994,178.72017,16479766.0
174.4652,177.57397,170.21037,174.31715,171.08247,18219522.0
181.4374,184.76651,176.54524,176.66466,177.82655,16638926.0
171.82036,173.64868,167.46342,173.38094,169.39406,19801656.0
212.55444,217.8008,213.55185,215.78114,216.24013,11130037.0
187.11165,187.18646,180.07256,183.09367,181.48705,15754993.0
173.98537,177.08072,169.77824,174.16145,170.61992,18328600.0
267.61902,268.6882,260.03406,266.11996,270.90833,7071152.5
168.71605,172.173,168.27452,173.62218,170.55061,23518188.0
147.58446,161.68512,148.70317,153.96947,153.12444,51547060.0
145.42412,157.34686,145.62791,154.42491,157.58403,38289644.0
224.51411,227.18086,220.74736,229.49496,229.67354,9631183.0
181.12294,182.80545,177.82057,179.58809,180.37541,17034048.0
198.27689,201.98497,193.98949,197.07893,198.33983,12931566.0
170.68282,171.7186,166.33208,173.00807,169.05467,20854460.0
170.69185,171.71652,166.32304,173.0052,169.04778,20842222.0
188.42708,191.86179,183.23405,184.94414,186.13393,14960192.0
172.38326,174.68765,168.10963,173.59337,169.60811,19299404.0
204.79373,206.3596,199.84293,203.73438,205.75943,12266172.0
249.87993,250.64098,248.03978,250.44171,249.05806,7986935.5
232.09119,235.67574,229.20569,232.39987,233.63846,9094164.0
254.69426,253.50154,251.62825,252.4069,249.11685,7793592.5
166.9977,171.11328,166.68074,172.25047,169.6457,24636238.0
140.77129,155.99097,141.39531,150.76958,153.92372,42148824.0
195.4818,195.56476,189.42802,194.64626,191.26302,13535488.0
163.09264,167.09415,160.50691,165.96248,166.07439,27469716.0
241.31288,239.40846,234.37976,233.61218,231.84415,9029213.0
237.61351,235.53691,230.75746,232.78325,229.90108,9109797.0
214.80867,217.11363,214.77856,217.95804,217.32321,10867295.0
219.89279,221.97281,221.44994,224.81657,222.5017,9832735.0
247.1784,246.7346,241.55261,246.1763,243.32858,8026251.0
207.03206,211.73529,206.49222,208.68126,209.57327,11769327.0
177.62672,178.5268,171.54616,174.91197,172.65834,18283190.0
173.73747,176.8259,169.55498,174.08101,170.38106,18384944.0
193.5884,196.96216,187.97688,191.16823,192.287,13699107.0
154.15431,162.91772,154.14742,161.63838,162.46501,32764500.0
184.57188,184.59586,174.67809,178.1939,179.81981,15884467.0
168.27168,171.57773,166.2336,166.67213,168.38942,27069054.0
242.89926,243.88956,240.4857,246.24898,244.98473,8436063.0
188.51128,190.23233,185.82549,187.35625,188.9681,15416807.0
190.9199,194.32516,185.52477,187.95027,189.10576,14351113.0
188.69917,192.13065,183.48412,185.27226,186.45833,14893709.0
141.37437,156.518,142.06953,151.08098,153.83861,43032060.0
179.68666,180.44992,177.76231,176.60048,176.06929,18948496.0
166.45229,167.99863,166.48701,148.81038,147.47679,81380936.0
142.02449,155.64569,142.25133,151.60588,155.136,40519744.0
158.83199,165.90262,158.71211,165.50346,165.0803,29804096.0
145.38716,162.6578,148.78304,148.38286,158.63515,43536420.0
183.07265,183.41644,175.32426,177.02824,177.97389,16889356.0
233.83786,238.49081,232.069,237.07982,236.57027,9226340.0
221.34642,224.4415,218.70323,228.61987,227.67137,9889617.0
150.40337,160.20016,148.24129,151.41045,158.73521,38410428.0
151.43727,165.05319,153.22285,155.7407,152.1819,57573816.0
188.51207,188.98795,183.4994,186.15547,185.11006,15293951.0
166.6834,170.91269,166.37404,171.9908,169.46996,24835166.0
196.65388,198.63898,194.11795,198.12392,197.9619,13457539.0
164.60579,166.84839,158.21358,159.79527,166.98381,24783486.0
141.97627,155.6272,142.20262,151.56575,155.09468,40552284.0
190.20284,193.61655,184.86583,187.08553,188.2509,14526310.0
171.15099,172.41318,166.69499,173.12834,169.13945,20398892.0
142.60045,155.86679,142.8318,152.08485,155.62917,40130640.0
212.1025,217.35474,213.2716,215.2755,215.80286,11153667.0
188.8361,188.78378,182.15755,185.75609,182.92097,15264740.0
147.25539,157.18387,143.95247,151.63402,157.74556,40230950.0
159.80531,166.52368,159.66197,166.30766,165.6245,29188106.0
210.00554,215.06161,210.76535,212.66658,213.35027,11379268.0
213.95421,219.25035,214.42691,217.39893,217.67091,11023999.0
189.52464,190.39417,180.78252,184.69249,186.23409,14840610.0
246.99033,246.62402,241.16469,246.17131,242.8195,8070141.0
222.18942,226.3372,220.23213,228.074,226.29752,10224613.0
160.63142,168.81763,163.16582,151.75682,149.49025,72716340.0
168.9705,172.1142,168.02315,173.54271,170.35707,23173530.0
147.5125,165.7326,151.72661,146.34502,161.21355,37513796.0
150.44444,160.55042,150.52711,158.57301,160.39085,35112376.0
233.61415,238.42967,232.26591,238.5727,237.16656,9310284.0
198.86641,203.47942,196.90344,204.67253,203.54231,12772136.0
163.88539,169.12723,163.6436,169.67891,167.90565,26605918.0
183.65138,187.1424,178.84563,179.18507,180.44057,16127054.0
146.4416,157.99615,146.62093,155.26564,158.15288,37645684.0
182.66615,182.95148,177.58434,178.82713,177.48094,16764681.0
141.79585,156.87549,142.5367,151.2762,153.76927,43641040.0
168.50945,172.07794,168.15602,173.49968,170.49095,23679456.0
182.38988,185.87149,177.67519,177.66609,178.93556,16435586.0
202.35324,206.50136,199.7685,202.41043,203.6302,12383083.0
214.02658,219.33107,214.46915,217.48593,217.75204,11017048.0
189.27931,192.56232,185.05687,191.54042,191.6143,14727174.0
221.73369,225.5495,218.98415,228.75433,227.08003,9982392.0
246.3703,247.85764,246.89174,244.04692,243.6027,8136707.0
172.75609,175.37592,168.5377,173.73402,169.7499,18966708.0
284.30154,285.78506,280.42468,282.58243,285.4001,6579117.5
170.02821,171.86984,166.97856,173.21245,169.55257,21741058.0
153.5111,162.50723,153.51967,161.10689,162.10542,33171578.0
170.52617,171.75479,166.48671,173.05693,169.17378,21066580.0
157.26012,169.77496,160.52858,157.40181,149.82286,67971150.0
187.86852,187.97925,180.70241,183.91362,182.51573,15577435.0
147.2141,164.79507,150.79207,146.74995,160.57088,38135492.0
172.52196,174.94373,168.26888,173.6457,169.66087,19175614.0
175.3821,178.51645,171.03615,174.61467,171.96614,18011122.0
184.09422,187.58005,179.25252,179.71907,180.96849,16018857.0
193.88396,197.2543,188.24852,191.52473,192.63942,13626881.0
242.58427,239.94667,237.10814,236.69606,237.12537,8617839.0
191.53627,194.9343,186.09114,188.69359,189.84056,14200506.0
219.53957,223.4359,217.27165,225.03185,224.17932,10353323.0
219.4506,223.3502,217.20226,224.8809,224.06175,10368363.0
178.23756,178.29364,175.7541,173.26076,172.85231,20401924.0
352.00983,351.8738,342.85687,350.3006,351.43613,5155635.0
173.11455,176.03763,168.94926,173.86934,169.88625,18646816.0
141.44283,156.57614,142.14552,151.11272,153.82738,43130964.0
198.57594,202.3134,194.4082,197.46124,198.73549,12890407.0
229.90413,232.05412,232.04416,232.03357,230.43698,9137881.0
226.72179,229.59862,223.51115,230.90112,230.76778,9465608.0
201.0315,205.02275,197.86899,200.63889,201.95126,12556472.0
187.32286,190.7706,182.2194,183.61263,184.81758,15229983.0
169.18507,172.06467,167.8113,173.4757,170.19386,22882976.0
171.60945,173.25934,167.22127,173.30135,169.31383,19989848.0
219.43808,223.44759,217.47255,224.40341,223.61044,10470695.0
221.61879,225.4388,218.89442,228.55939,226.92812,10001818.0
178.85521,182.08676,174.16414,175.7418,175.31367,17221656.0
170.28627,171.81018,166.72362,173.13185,169.35628,21391502.0
243.59796,244.53969,239.60262,238.3432,239.05722,8582467.0
258.10898,258.2481,256.95685,257.20596,255.41612,7651059.5
241.20029,238.28806,236.09937,236.68027,235.9419,8649718.0
194.82103,198.18982,189.15132,192.66103,193.76784,13407185.0
184.38069,187.8631,179.51573,180.06453,181.31004,15948862.0
222.03258,225.83739,219.21739,229.26141,227.47516,9931865.0
176.82936,177.6525,170.79524,174.65703,172.13225,18605042.0
258.91348,260.1015,258.46497,259.57385,259.6376,7538410.5
207.09856,211.8097,206.5878,208.7704,209.65776,11760602.0
200.46318,204.387,197.05229,199.8772,201.22937,12631021.0
203.74504,206.10745,199.33257,203.13765,204.43625,12378717.0
190.07869,193.4939,184.75175,186.93584,188.10289,14556645.0
188.99455,191.09564,186.00026,188.60817,189.9746,15194356.0
268.20834,269.29968,264.81693,266.44064,267.17358,7042477.0
256.4594,253.84383,247.90948,257.17047,252.48479,7885696.5
186.53056,187.61069,182.70628,183.93706,185.6985,15797861.0
211.10396,212.77612,210.37535,214.10545,211.39334,11315640.0
232.35655,231.48892,230.28027,231.09142,230.55219,9034734.0
